timestamp,inlet_flow_rate_m3h,inlet_pH,inlet_temp_C,inlet_turbidity_NTU,inlet_cod_mgL,chemical_dosage_Lh,aeration_blower_rpm,effluent_pH,effluent_do_mgL,effluent_cod_mgL,COD_load_kg_h
2025-01-01 00:00:00,342.93428306022463,4.685806323415334,33.741431238334094,70.77712129758373,1058.4427355095795,39.909317440128106,1319.031821858646,7.974597440977422,1.5821265804639413,177.9843016363892,362.9763006622806
2025-01-01 01:00:00,330.2190044426134,5.133400644335617,33.41661796267833,107.80057412252512,1203.287456287529,32.87077387721254,1540.4882536968196,8.097701034701087,1.4996038001564709,218.1723164606928,397.34838587355256
2025-01-01 02:00:00,345.98518982838885,4.783142726745829,27.317400770972544,126.51886374829655,1140.543945809305,40.15644061085165,1379.2974502255986,7.544086518711272,1.4853569206131414,159.48997404233455,394.611313598452
2025-01-01 03:00:00,363.41346853247495,5.632501656335344,34.89792110881869,155.98675643698766,1227.170779415292,28.578137437822285,1376.51661686295,8.440634351106626,1.4161130613596655,202.7418600745928,445.97038942901196
2025-01-01 04:00:00,328.37977062587703,6.936614237754295,24.54958662211691,190.96649306427517,1415.217181991315,7.324480321954809,1455.0571171460151,7.62159869879356,1.5777878208426324,157.65178266335565,464.7286936081081
2025-01-01 05:00:00,328.2387132222175,4.574749411430554,28.729078371198355,177.76543773487057,1182.3109779453175,43.40184633088261,1380.271892871306,8.07981504057104,1.5364784435583532,151.83840019974858,388.08023402927256
2025-01-01 06:00:00,364.678513459648,6.700984597322097,22.00456093551096,102.8270080621006,654.6456425010423,9.05042257555572,1177.5818642917134,7.139542963639896,1.8203139626376983,103.04990448046571,238.73519975011627
2025-01-01 07:00:00,348.2387279321616,4.561993513183735,39.79313258481408,135.1315095133739,1512.1762513660642,41.82090691452225,1513.472060519994,7.71661413163092,1.4372912654305858,243.58707706562015,526.5983341849429
2025-01-01 08:00:00,323.7361884227387,4.482847345003739,30.842252530273523,153.05502354810267,1576.4786489745154,45.7287539721432,1556.5068750459573,8.027884713377595,1.9050914435947297,253.40731706677408,510.36318894883823
2025-01-01 09:00:00,343.70981525214665,6.482313542011855,42.83442017408156,139.51171502214004,650.6651725198669,13.818719790338626,1158.4966793544488,7.16005495551964,1.050063667592063,43.13848448247133,223.64000623780962
2025-01-01 10:00:00,323.8887412275013,6.60632365360914,36.01474963259747,139.22819096526823,887.0126383015386,10.42108544433727,1142.4688497952495,7.345561134499928,1.3681015625920143,123.36980944484564,287.29340687237027
